,Name,style,IBU,ABV,Description
2588,Deux Rouges (Batch 2),Sour - Flanders Red Ale,10,6.1,"Flemish Red aged 13 months in Freshly Emptied Merlot French Oak barrels. Labeled batch ""TWO"" with Burgund"
2589,Darius the Giant,Sour - Flanders Red Ale,10,7.2,Sour - Flanders Red Ale
2590,Death And the Miser,Sour - Flanders Red Ale,1,8.0,Sour - Flanders Red Ale
2591,Deux Rouges,Sour - Flanders Red Ale,11,6.2,Flemish Sour Red ale aged 13 months in fresh Merlot barrels. Red colore
2592,Cassis,Sour - Flanders Red Ale,4,6.2,Flanders style sour red ale aged 12 months in oak barrels with tart cherries and blac
2593,R & D Sour Fruit,Sour - Fruited,12,5.0,"Fourth in our series of spontaneous sour ales. Fermented and aged in oak barrels - on yeast lies - with Oregon Blackberries. Refermented in this bottle - open with care. This is a Wild, Funky Sour Beer! Read Less"
2594,"Quad Mmm...J.R.E.A.M. (Papaya, Pineapple, Peach, Passionfruit)",Sour - Fruited,6,11.0,Sour - Fruited
2595,Soursmith Black Raspberry,Sour - Fruited,8,5.2,Foeder aged American Sour with Black 
2596,Blueberry Cobbler J.R.E.A.M.,Sour - Fruited,4,4.8,"Fruited sour ale with lactose conditioned on blueberries, vanilla, cinnamon, & b"
2597,Triple Apricot Raspberry J.R.E.A.M.,Sour - Fruited,6,9.0,Imperial sour ale with lactose conditioned on triple the amount of apricot and
2598,Triple Berry Cherry J.R.E.A.M.,Sour - Fruited,6,9.0,Sour - Fruited
2599,Triple Blueberry Cobbler J.R.E.A.M.,Sour - Fruited,6,9.0,Sour - Fruited
2600,Blackberry Cobbler J.R.E.A.M.,Sour - Fruited,6,4.8,"Sour ale with lactose conditioned blackberries, cinnamon, vanilla, and b"
2601,Double Blueberry Cobbler J.R.E.A.M.,Sour - Fruited,6,7.0,"Imperial sour ale with lactose conditioned on even more Blueberry, cinnamon, vanilla, and b"
2602,Siren | Blackberry + Raspberry,Sour - Fruited,4,7.0,Sour - Fruited
2603,Triple Blueberry Strawberry J.R.E.A.M.,Sour - Fruited,6,9.0,Sour - Fruited
2604,Double Cuvée (Blueberry Cobbler & Banana Bread) J.R.E.A.M.,Sour - Fruited,6,7.0,Sour - Fruited
2605,Double Boysenberry Black Currant J.R.E.A.M.,Sour - Fruited,4,7.0,Imperial sour ale conditoned on Boysenberry and Blac
2606,Double Apricot Raspberry J.R.E.A.M.,Sour - Fruited,4,7.0,Imperial sour ale conditioned on apricot and
2607,Double Berry Cherry J.R.E.A.M.,Sour - Fruited,4,7.0,"Imperial Sour Ale with lactose conditioned on raspberries, and sweet and tar"
2608,Peach Cobbler J.R.E.A.M.,Sour - Fruited,6,4.8,Sour - Fruited
2609,Double Açaí Bowl J.R.E.A.M.,Sour - Fruited,6,7.0,Sour - Fruited
2610,Double Blueberry Strawberry J.R.E.A.M.,Sour - Fruited,6,7.0,Imperial sour ale with lactose conditioned on even more blueberries and st
2611,Miami Madness,Sour - Fruited Berliner Weisse,4,7.0,Sour - Fruited Berliner Weisse
2612,Cuvee De Wakefield,Sour - Fruited Berliner Weisse,5,7.0,"Cuvee de Wakefield is a limited seasonal release that mashes up two of our famous, world class ales, DFPF and Mia"
2613,DFPF,Sour - Fruited Berliner Weisse,4,6.0,Sour - Fruited Berliner Weisse
2614,Blustery,Sour - Other,25,7.0,"Another banging pastry sour, this time with blueberries, marshmallows, and vanilla sandwich cookies. *Conta"
2615,Double Carrot Cake J.R.E.A.M.,Sour - Other,6,6.7,Sour - Other
2616,Poolside,Sour - Other,15,7.0,"This raspberry-lemonade kettle sour is begging to join you next to the pool, or just about anywhere for that matter. (contai"
2617,J.R.E.A.M. - Double Blackberry Cranberry,Sour - Other,6,7.0,Imperial sour ale with lactose conditioned on EVEN MORE Blackberry and
2618,STARGATE²,Sour - Other,10,7.0,Sour - Other
2619,"Summer Jam - Double Barrel Tangerine, Blood Orange, and Chardonnay Grapes",Sour - Other,5,5.0,Sour - Other
2620,The Sun Is Too Bright,Sour - Other Gose,25,4.5,Black Gose brewed with lemon peel and aged 10 months in red wi
2621,WAKE ME UP BEFORE YOU GOSE HIBISCUS RED WINE BARREL AGED,Sour - Other Gose,10,4.6,Sour - Other Gose
2622,Agrio: Strawberry,Sour - Other Gose,8,4.2,"A Margarita style Gose brewed with Wheat. Conditioned on Strawberry, Lime Peel, Agave, an"
2623,Black Gose,Sour - Other Gose,3,4.0,"A Gose darkened with chocolate wheat. Dark, rich and beguiling. Notes of dark cherry p"
2624,Push It,Sour - Other Gose,5,4.0,"Contemporary Gose kettle soured with lactobacillus, brewed with Pink Salt and Pink Peppercorn. Ah"
2625,Ruby's Tears,Sour - Other Gose,20,5.1,"A classic Gose with hibiscus petals, coriander seeds, and lime salt. Tart and refreshing. Best served around "
2626,Lemongrass Ginger Gose,Sour - Traditional Gose,10,4.5,Ginger beer and sweet lemony nose. Refreshing citrus tartness and ginger
2627,Sea Witch,Sour - Other Gose,1,6.7,Sour - Other Gose
2628,"Sour, Not Stirred Martini Style Gose",Sour - Traditional Gose,2,5.2,"The name's Finch. Oozle...Finch. We pulled out all the stops for our latest experimental Gose, a martini-inspired sour ale brewed with gin botanicals. This beer contains no actual gin -- our brewmaster carefully hand-picked over a dozen specialty ingredients to mimic the classic flavors of gin, then made it a dirty martini with an addition of olive juice! Like our ""Just Too Likable"" Lemongrass Miso Gose, which relied on the miso for saltiness, this Gose contains no traditional sea salt -- all of the salinity comes from the olive juice. So if you're ready for a drink, Sour, Not Stirred may just hit the spot. Shaking the cans is not recommended! Read Less"
2629,Barrel Aged Pickle,Sour - Other Gose,12,4.3,Epicurean Series. Wine barrel aged dill p
2630,Medusa | Passion Fruit + Dragon Fruit,Sour - Smoothie / Pastry,5,5.0,Sour - Smoothie / Pastry
2631,Toes to the Nose,Sour - Smoothie / Pastry,15,5.5,Sour - Smoothie / Pastry
2632,Super Funkadelic,Sour - Traditional Gose,5,6.5,"A gose styled ale with coriander, sea salt, and "
2633,Mayahuel,Sour - Traditional Gose,4,5.5,Sour - Traditional Gose
2634,"Super Funkadelic W/ Blueberry, Vanilla, & Cinnamon",Sour - Traditional Gose,5,6.5,Sour - Traditional Gose
2635,The Ocean Swallows the Sun,Sour - Traditional Gose,5,4.6,Sour - Traditional Gose
2636,Mimosa Gose,Sour - Traditional Gose,69,3.8,"Tart and salty, delightfully"
2637,Gose,Sour - Traditional Gose,5,4.0,"Our interpretation of the traditional German-style sour wheat beer, brewed with coriander and grey sea salt. Sour, salty,"
2638,Tequila BA José Gosé,Sour - Traditional Gose,8,5.1,"Gose with key lime juice and lactose and aged in Tequila barrels, brewed especially for Cinco de "
2639,Silly People,Sour - Traditional Gose,8,4.5,Sour - Traditional Gose
2640,Guava Goddess,Sour - Traditional Gose,30,5.4,Sour - Traditional Gose
2641,Salarium,Sour - Traditional Gose,50,4.0,Sour - Traditional Gose
2642,PUCKR'D *Mother Pucker Gose,Sour - Traditional Gose,10,5.0,This German style soured wheat beer flavored with fresh pineapple
2643,W4 Dry Hopped Gose,Sour - Traditional Gose,11,5.3,Sour - Traditional Gose
2644,Beer For Breakfast #1 - Cinnamon Toast Pale Ale,Specialty Grain,12,6.3,Specialty Grain
2645,Crumble,Specialty Grain,11,5.75,"Our vanilla ale will remind you of grandma's sugar cookies, vanilla wafers, cream soda... you be the judge. *Contai"
2646,English Breakfast,Specialty Grain,53,5.1,English Breakfast is the second runnings from Ebony. We use English yeast and maple syrup to make a dry stout with ma
2647,100% Wheat,Specialty Grain,36,8.2,Specialty Grain
2648,Breakfast Cereal Ale (BCA v1.1),Specialty Grain,19,5.3,Specialty Grain
2649,Projekt Mayhem,Specialty Grain,12,5.5,No questions. Trust the blackberry; enj
2650,Imperial Rose,Specialty Grain,30,9.0,Specialty Grain
2651,Chai Chi,Specialty Grain,25,5.6,Specialty Grain
2652,100 Barrel Series #59: EHOP,Specialty Grain,32,6.6,Harpoon EHOP is light golden in color with a subtle tropical hop aroma and a slightly bitter finish. The oats for the Harpoon recipe were provided by our friends at King Arthur Flour. Read Less
2653,French Toast,Specialty Grain,3,14.0,Specialty Grain
2654,12 Immortals Ale,Specialty Grain,20,5.8,"This beer is a dominated by malt driven flavor as well as a distinct contribution from the yeast strain which we used to ferment it. There is a very nice malty complexity, along with a beautiful red color. Most of what you get from the various grains can be described as biscuity, nutty, caramel, toffee and very slight roast. Additionally, there is a fullness of body and a slight residual coating effect in the finish that belies the very slight level of residual sugar remaining after the fermentation of this beer. This full body is from the variety of grains we used which lend texture/viscosity. Read Less"
2655,Wild Rice Amber,Specialty Grain,43,6.6,Specialty Grain
2656,Cranberry Bliss,Specialty Grain,18,9.7,Specialty Grain
2657,Spelt Bruin,Specialty Grain,16,6.2,A beginning-of-fall wheat beer with Belgian-ish aroma and flavor char
2658,Wild Thang,Specialty Grain,30,6.2,Specialty Grain
2659,Seven Serpent™,Specialty Grain,28,5.5,Specialty Grain
2660,Just the Tip,Specialty Grain,45,5.8,Specialty Grain
2661,Tule Fog,Specialty Grain,21,5.4,Specialty Grain
2662,English Breakfast Beer,Specialty Grain,25,5.0,Specialty Grain
2663,Morimoto Black Obi Soba Ale,Specialty Grain,30,4.8,Specialty Grain
2664,Chumbo Rosado,Specialty Grain,16,10.8,"Tequila barrel-aged, prickly pear, hibiscus, "
2665,Apes#it,Specialty Grain,90,7.5,Specialty Grain
2666,Poblano Wit,Specialty Grain,15,4.6,Specialty Grain
2667,Wine Poached Pear (Epicurean),Spiced / Herbed Beer,15,7.9,Spiced / Herbed Beer
2668,Boarchata,Spiced / Herbed Beer,18,9.0,"Brewed with select malts, cinnamon, vanilla,Toasted Basmati rice a"
2669,Mrs. Pancakes,Spiced / Herbed Beer,19,9.6,Brewed with Maple Syrup from Vermont. Oklahoma grown Native Pecans and se
2670,Pineapple Brulee,Spiced / Herbed Beer,1,8.2,"Epicurean Series. An Epicurean inspired pineapple brulee beer. With fresh pineapple, vanilla bean, and a dash o"
2671,Murry Chrimmus,Spiced / Herbed Beer,56,12.0,Spiced / Herbed Beer
2672,Pineapple Upside Down Cake,Spiced / Herbed Beer,15,6.8,"Epicurean Series. Pineapple Upside Down Cake Ale. Maraschino cherries, pineapples, cinnamon, a"
2673,Bourbon Barrel Aztec,Spiced / Herbed Beer,36,10.0,Spiced / Herbed Beer
2674,Señorita Horchata Imperial Porter,Spiced / Herbed Beer,25,8.5,"This beer pours a deep dark brown with a snow-white head. Aroma notes of Vanilla, Cinnamon and sweet milk hit the nose bringing up images of the delicious Mexican drink this beer is styled after. The beer hits the palate with Vanilla, sweet chocolate malts, and a hint of cinnamon; all with a medium body and a balancing hop bitterness. Enjoy this beer next to a roaring fire with your amigos in a cozy cabin after a long day of skiing the deep powder of the Rocky Mountains. Read Less"
2675,Cosmic Cookie Oatmeal Brown Ale,Spiced / Herbed Beer,15,5.8,Spiced / Herbed Beer
2676,King Cake,Spiced / Herbed Beer,17,5.2,Spiced / Herbed Beer
2677,Horchata,Spiced / Herbed Beer,20,7.0,Spiced / Herbed Beer
2678,Mint Chocolate Chip Milkshake Ale (MCCM v1.0),Spiced / Herbed Beer,18,5.5,Spiced / Herbed Beer
2679,Cranberry Chutney,Spiced / Herbed Beer,10,7.3,Spiced / Herbed Beer
2680,Ass Over Tea Kettle,Spiced / Herbed Beer,10,9.75,"Christmas in a glass! Inspired by Russian Tea, an amber colored ale brewed with cinnamon, clove, lemon peel and bl"
2681,Cocoa Mole (Lips of Faith),Spiced / Herbed Beer,20,9.0,"Say Hola to a spiced up ale full of cocoa and ancho, guajillo, chipotle peppers. But don’t fear the heat, because plenty of caramel and chocolate malts bring a smooth, complex flavor to our Cocoa Molé. Scents of cinnamon when poured will have you saying, “¡Olé for molé!” Read Less"
2682,Glazed (Cinnamon Donut Ale),Spiced / Herbed Beer,15,5.4,"Our cinnamon donut beer; brewed with cinnamon, pure vanilla, lactose and cinnamon donuts. Liquid donut in a glass! *CONTAI"
2683,Superghost,Spiced / Herbed Beer,57,16.0,"Ghost peppers, Mangoes, Citra Hops, and 16% ABV. Ra"
2684,Rum Barrel Aged Ewephoria,Spiced / Herbed Beer,26,7.8,Spiced / Herbed Beer
2685,Jelly Glory Hole (Jelly Cinnamon Brioche Donut Ale),Spiced / Herbed Beer,15,5.4,Spiced / Herbed Beer
2686,Epicurean Strawberry Iced Tea,Spiced / Herbed Beer,10,6.8,"Brewed with strawberries, an iced tea blend, and a wedg"
2687,Divine Reserve No. 19,Spiced / Herbed Beer,30,10.4,Spiced / Herbed Beer
2688,Bunny Love,Spiced / Herbed Beer,29,7.6,"A Signature Ale brewed with carrot, beets, raisins and a secret blend of spices. A very festive spring de"
2689,Chai Milkshake Ale (CMA v1.0),Spiced / Herbed Beer,19,4.7,Spiced / Herbed Beer
2690,Father Christmas,Spiced / Herbed Beer,33,10.0,Spiced / Herbed Beer
2691,Pumpkinslayer,Spiced / Herbed Beer,24,8.1,Spiced / Herbed Beer
2692,Extending Branches,Steinbier,20,7.1,"A mixed-culture steinbier brewed with TX peach leaves, olive and juniper branches and NC birchwood. – Collaboration with J"
2693,Throwing Stones Steinbier,Steinbier,25,6.5,"Wibby hosted Colorado’s local media to brew a Steinbier, a beer brewed with 600-degree granite that originates from 20th cent"
2694,Steinbier,Steinbier,25,5.4,Steinbier
2695,Steinbier,Steinbier,38,6.0,Steinbier
2696,Steinbier,Steinbier,22,6.0,Steinbier
2697,Eros,Stout - American,14,11.0,Greek god of love and desire. He is a decadent imperial stout with note of chocolate and cream conditione
2698,Capricho Oscuro Batch #7,Stout - American,48,12.0,Stout - American
2699,A Stout Has No Name,Stout - American,55,8.2,"Chocolate, Peanut Butter & C"
2700,Two Tone Footer Stout,Stout - American,28,6.4,Stout - American
2701,Hold the Pancakes,Stout - American,13,13.9,Stout - American
2702,Tres Tico J.W.P. American Stout,Stout - American,65,8.2,Stout - American
2703,Peanut Butta,Stout - American,20,8.2,The Chocolate Stout is the basis for this new addition to the tap wall. Very tasty peanut but
2704,El Hombre,Stout - American,50,7.0,"Horchata stout - brewed with Almond tea, cinnamon sticks and Madagascar van"
2705,PB Eros,Stout - American,14,11.0,"Greek god of love/desire, notes of chocolate and cream conditioned on Oreos and Reese’s Peanut B"
2706,Skillet Donut Stout (with Peanut Butter),Stout - American,60,8.0,Stout - American
2707,Seasoned Skillet (2019),Stout - Coffee,50,12.0,Stout - Coffee
2708,Seasoned Skillet (2021),Stout - Coffee,40,15.0,Stout - Coffee
2709,Seasoned Skillet (2018),Stout - Coffee,60,10.0,Stout - Coffee
2710,King's Creatures,Stout - English,30,6.9,Stout - English
2711,Dark By 4,Stout - English,50,5.3,Stout - English
2712,Brewhouse Rarities: English Breakfast Stout,Stout - English,30,7.2,"A full English. A full monty. It can be called whatever, but it’s somehow become a measuring
stick for what breakfast should be. Anytime I can start a day with sausage, bacon, baked beans,
tomatoes, fried bread, and eggs, I’m in. The only thing missing is a beer to compliment it all, and
that was the dream for this concept. Rich and robust, with a bit of bitterness from English
Breakfast tea, and another excuse to have a beer before noon. Read Less"
2713,Stauffer Stout,Stout - English,20,6.0,Stout - English
2714,Coffee Milk Stout,Stout - English,38,5.5,Stout - English
2715,Coal Cracker Stout,Stout - English,19,6.0,A highly roasted dark ale with a big roasted chocol
2716,Grinder Espresso Stout,Stout - English,23,5.4,Stout - English
2717,Sherman Ave Stout,Stout - English,65,5.8,"Dry Irish style stout, with a bacground of cocoa or chocolate. Good flavor, not as full bodied as some, but a nice I"
2718,Luscious Stallion,Stout - English,20,4.5,Classic English-style stout with Maris Otter malt and Whitb
2719,Petrichor,Stout - English,28,6.6,Smooth British-style stout with notes of chocolate and raisi
2720,Session Stout,Stout - English,30,5.0,Stout - English
2721,Old Murph,Stout - English,41,4.5,Stout - English
2722,Houndstooth Stout,Stout - English,50,6.0,"English stout with dark chocolate, caramel, and coffee notes balanced by subtle and e"
2723,Zero Zero One One Nine,Stout - English,42,6.5,Stout - English
2724,Black Isle Stout,Stout - English,27,5.4,Stout - English
2725,Pumpkin Spice Latte,Stout - English,26,5.6,Stout - English
2726,Stormy Jack Stout,Stout - English,35,5.0,Stout - English
2727,Mistress Boudica,Stout - English,27,5.5,Stout - English
2728,Hellshire V,Stout - Foreign / Export,25,8.3,"Pre-barrel base in March 2014 (with dates). Pre-release post- barrel taste @ KLCC Fest 2/7/15. Official release date 3/14/2015. Hellshire V is a hearty Export-style Stout aged for 9 months in freshly emptied Knob Creek bourbon barrels. Soft vanilla and cocoa notes intertwine with oak, bourbon, and the beer’s complex malt flavors. We’ve aged it for enjoyment now, or cellar it dry and cool for a few. Cheers! Matt Van Wyk, Brewmaster. Read Less"
2729,Stout Aged in Bulleit Bourbon Barrels,Stout - Foreign / Export,60,9.5,Stout - Foreign / Export
